Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
TCGABHA18Q,0.1926631,0.075444795,0.115192175,0.2911201,0.37141567,0.10555347,0.24568444,0.059333555,0.27348924,0.5249967,0.28102165,0.22403196,0.0763934,0.08999926,0.23553339,0.16836514,0.26423475,0.3377412,0.2032418,0.14394984,0.209872,0.22213387,0.13776106,0.09918442,0.65460896,0.61061,0.057638824,0.2829228,0.42841017,0.22318344,0.073659256,0.42186475,0.17296672,0.3330687,0.266611,0.29331276,0.35757494,0.20000876,0.4440951,0.48603648,0.25921994,0.38617542,0.18557528,0.2582334,0.15035689,0.04266732,0.13509086,0.46497697,0.11786131,0.18764028,0.5644453,0.26914525,0.05511908,0.29934573,0.10851669,0.5305895,0.30349487,0.12025161,0.08615022,0.4716244,0.07099095,0.49486944,0.3572724,0.18349412,0.092587434,0.18331823,0.44409886,0.26420355,0.07601752,0.14604351,0.083362885,0.22175722,0.15572312,0.38028628,0.045173667,0.33807078,0.24251857,0.07385819,0.3744536,0.38443175,0.05772812,0.17989048,0.34786776,0.2596943,0.28622338,0.25763175,0.2160049,0.10189429,0.34396425,0.1707876,0.32020527,0.3759788,0.39679557,0.041157022,0.12848377,0.2488929,0.13050058,0.42818275,0.14147587,0.40745765
TCGAC8A12Q,0.21235365,0.24535146,0.069224976,0.23753172,0.13953577,0.25955996,0.041942373,0.41209882,0.48607826,0.1343993,0.11630021,0.12258315,0.19530353,0.16972294,0.26372927,0.15111619,0.3318571,0.27197835,0.17383173,0.55742466,0.2494446,0.21543615,0.047279928,0.39635745,0.26704216,0.21194315,0.23772934,0.31770647,0.2899828,0.38548255,0.5393165,0.17752309,0.41583574,0.2520396,0.099141136,0.32950747,0.07921049,0.24344009,0.16328341,0.3240898,0.19127996,0.28812796,0.13604183,0.33725646,0.32998818,0.122287326,0.27603507,0.03277742,0.39381415,0.49602532,0.1827354,0.09607157,0.12125397,0.061417386,0.39997602,0.39549345,0.4221329,0.23478428,0.07113595,0.3574526,0.27440733,0.20304215,0.27664587,0.32607394,0.28711486,0.2280908,0.35430443,0.31663528,0.22659889,0.29103526,0.029610721,0.09277045,0.19260229,0.23218685,0.33004174,0.30623809,0.24550015,0.41899544,0.25968218,0.19042197,0.19692321,0.33053923,0.24802366,0.30629545,0.21306166,0.13007507,0.30194402,0.36379892,0.35336185,0.29766685,0.29410583,0.24652594,0.11054991,0.3284985,0.03698412,0.1871508,0.307185,0.46528137,0.48253345,0.17748755
TCGAC8A12U,0.2417905,0.24112695,0.4673988,0.0956223,0.35265842,0.15656528,0.24042259,0.26356095,0.1967234,0.094698995,0.4638769,0.079779975,0.27991396,0.27629018,0.101465285,0.46534324,0.05071633,0.22891098,0.29342616,0.23645017,0.22332427,0.16438028,0.09525749,0.2862043,0.18219881,0.26407486,0.06696265,0.18900485,0.15622383,0.17917728,0.11865841,0.21979716,0.20624048,0.24308524,0.07557918,0.35565293,0.44023114,0.3208807,0.37684512,0.4662112,0.11019181,0.22189242,0.20801586,0.45771956,0.54223996,0.3571834,0.4049139,0.0443695,0.6135533,0.106678195,0.33966693,0.51387626,0.3780991,0.29499644,0.3258932,0.04346569,0.51648504,0.123560995,0.19986007,0.28955033,0.4082644,0.10096486,0.123642504,0.31934243,0.2151484,0.058094103,0.21541463,0.4258679,0.33330762,0.2303303,0.35350394,0.34500062,0.40922195,0.35371274,0.5111769,0.27667215,0.19660977,0.22135472,0.19930145,0.10437444,0.049926408,0.5685768,0.14639477,0.037794143,0.35910282,0.18246502,0.28137112,0.38838857,0.28415152,0.31780386,0.27019316,0.08518012,0.3780979,0.2634749,0.12553129,0.13586682,0.05411145,0.098051086,0.33804017,0.08531833
TCGAC8A12X,0.32841378,0.46858922,0.23643234,0.17510712,0.10832936,0.23378366,0.6012212,0.40097767,0.13550454,0.04226814,0.16943783,0.301076,0.17712098,0.3380112,0.46689427,0.62854064,0.06172388,0.49755684,0.13650836,0.30169833,0.11053184,0.0698671,0.44504446,0.091106355,0.20757988,0.30125767,0.2226809,0.1671453,0.05479531,0.33998057,0.28877607,0.15761659,0.1641788,0.052233167,0.26839054,0.07186167,0.42445445,0.24068347,0.49232817,0.43497762,0.12509483,0.44762385,0.07658811,0.2607831,0.1556556,0.21211994,0.15403003,0.041456617,0.5302924,0.25132424,0.25064322,0.6758013,0.32968277,0.22430031,0.21702781,0.39140692,0.20634466,0.12484552,0.072715454,0.23484156,0.101747885,0.0380617,0.29098248,0.31527925,0.29630244,0.4200225,0.31647342,0.30902413,0.25858676,0.23622434,0.33983785,0.23874387,0.37801534,0.15410313,0.33729893,0.41967297,0.14848247,0.19051728,0.4810428,0.11518112,0.27087274,0.25620216,0.10121985,0.04988289,0.3559351,0.4986036,0.0759465,0.3535242,0.1838214,0.34804964,0.061796308,0.55720705,0.3140419,0.3437122,0.2628854,0.45462942,0.3976531,0.088677645,0.06036833,0.2988142
TCGAE2A10E,0.22896712,0.5568843,0.3485961,0.23803875,0.028254718,0.11860183,0.07055405,0.5940279,0.2623367,0.35804427,0.26149142,0.32037,0.37102562,0.15797582,0.26192605,0.17340174,0.42695725,0.34557068,0.09186357,0.12263062,0.123143986,0.14306012,0.19432396,0.23891768,0.14636916,0.12211476,0.20847999,0.3698936,0.30992067,0.12550984,0.3639499,0.29627374,0.037723377,0.037699163,0.5277758,0.2618501,0.17396532,0.103316605,0.1323869,0.17885984,0.4857565,0.12931329,0.11689957,0.44480395,0.3155253,0.25076705,0.44448298,0.4482679,0.2324054,0.21999033,0.17543027,0.44893092,0.38838267,0.29222658,0.49216956,0.49386907,0.121773854,0.17610434,0.3882884,0.40278226,0.31290734,0.3832837,0.41813168,0.34283215,0.26518744,0.35225636,0.26680002,0.4324041,0.23717329,0.31626388,0.18163598,0.11569978,0.23783958,0.24427462,0.59144145,0.10192095,0.2805835,0.3741604,0.32492083,0.11071601,0.25308052,0.11441534,0.17779033,0.11241579,0.47811872,0.1621805,0.09003901,0.07630536,0.2816825,0.2778759,0.47290003,0.19724736,0.3034859,0.26166344,0.40182537,0.21958809,0.19319032,0.24445522,0.27785668,0.324322
TCGAE2A14O,0.10657507,0.44666213,0.3661315,0.29227728,0.16390635,0.35637438,0.2717172,0.06548988,0.15260589,0.27082074,0.18045342,0.16442096,0.32046598,0.29112336,0.21848473,0.35631585,0.31487423,0.081322126,0.319043,0.495802,0.17943247,0.34741092,0.23415807,0.16487414,0.08270165,0.1603721,0.2534111,0.23265463,0.41210988,0.34385553,0.34639975,0.32987028,0.37751678,0.3774463,0.21944103,0.28869992,0.0728441,0.24495202,0.10448936,0.33600998,0.052335136,0.61047995,0.14111313,0.15354869,0.11806914,0.32962927,0.052029625,0.33769742,0.25923228,0.4166686,0.26553077,0.35992125,0.6704623,0.08760683,0.32980078,0.12985013,0.5019217,0.11628759,0.4308263,0.49829262,0.21420446,0.22497353,0.1417016,0.39634717,0.049485266,0.38678747,0.3205554,0.14321107,0.23358792,0.2649644,0.16662908,0.083122216,0.28994548,0.1766655,0.18040222,0.19265302,0.090524964,0.41119602,0.23157747,0.30414072,0.27988505,0.20848751,0.14043772,0.33772457,0.2603715,0.15243383,0.18424049,0.5042827,0.052043207,0.23198617,0.34982538,0.34180668,0.5805516,0.15189512,0.25926635,0.1885826,0.090455376,0.18063474,0.13270235,0.10719827
TCGAE2A14Z,0.1447809,0.29974505,0.1961049,0.13230962,0.34801984,0.13524751,0.41457164,0.24303696,0.18051422,0.245801,0.31415296,0.20207596,0.53869104,0.24500398,0.113215536,0.1358107,0.29694954,0.4039302,0.37334946,0.3748768,0.18576218,0.3410507,0.19716586,0.33758542,0.06597672,0.27101743,0.23452221,0.35143146,0.26194948,0.11195141,0.15514146,0.23872477,0.11593906,0.22421834,0.21994588,0.37481245,0.09699628,0.44290343,0.16709542,0.20928663,0.44649774,0.18193674,0.20586301,0.5072066,0.16408153,0.089593,0.23056178,0.488472,0.17732456,0.1627736,0.21218766,0.43188146,0.2136907,0.3535648,0.21988633,0.29253536,0.36788142,0.23787919,0.20523277,0.2911656,0.28688174,0.19055551,0.09272106,0.21051785,0.31885004,0.07310811,0.42957938,0.044946782,0.46678403,0.32989088,0.25013453,0.2325516,0.20384915,0.3277793,0.38707733,0.2580071,0.05231996,0.13745204,0.07457258,0.41481173,0.60013133,0.3525086,0.390994,0.06443893,0.32760268,0.32698604,0.17551543,0.45900977,0.22696275,0.2918973,0.13047145,0.2620333,0.5074109,0.19446707,0.07475659,0.17591444,0.23923486,0.27218062,0.41613632,0.12334937
TCGAE2A15A,0.110689044,0.31111723,0.21135873,0.26575297,0.4023904,0.37322545,0.10952602,0.1382164,0.087608546,0.24529445,0.0344881,0.23728442,0.4420069,0.32378986,0.45345053,0.44839367,0.30640727,0.23609614,0.24830487,0.2916662,0.16807114,0.26557153,0.29299748,0.41910192,0.105570436,0.10617985,0.35315415,0.30095854,0.16579817,0.19748569,0.40332997,0.3524013,0.20387301,0.08098381,0.33358705,0.20062736,0.5191334,0.3911811,0.47068068,0.46779364,0.08007559,0.4847937,0.09356977,0.26529792,0.13573046,0.37709707,0.10901582,0.24901551,0.47954112,0.46368754,0.2332378,0.32846296,0.17225319,0.0752942,0.38661927,0.25866497,0.39108568,0.18877873,0.2835269,0.51175004,0.14854863,0.22663534,0.20758112,0.30767074,0.37068808,0.3775413,0.21768363,0.22050762,0.19901694,0.13498294,0.4037165,0.045454748,0.21717316,0.28532922,0.20566997,0.29426482,0.059930824,0.41568053,0.078059055,0.22114769,0.15133563,0.35095948,0.33051175,0.24352115,0.24822581,0.21554245,0.1445173,0.38155812,0.20448413,0.22180551,0.2351729,0.32366154,0.5878561,0.20266919,0.19886594,0.1962257,0.060263418,0.1824808,0.269324,0.2551895
TCGAE2A15E,0.07345639,0.20814767,0.1644068,0.14145632,0.2318796,0.18111856,0.23433988,0.30783084,0.31409636,0.37792546,0.0872412,0.3420297,0.22913542,0.1862194,0.1953686,0.13046858,0.66688216,0.4248878,0.31809226,0.28736782,0.13919547,0.25794986,0.20506722,0.16686481,0.060038596,0.30730194,0.22943367,0.29872814,0.13414024,0.19106068,0.34015334,0.27432138,0.30692178,0.50433654,0.5160236,0.2593238,0.22779985,0.40892786,0.07923439,0.3595165,0.105646,0.39671412,0.32016116,0.11966032,0.1304667,0.23386334,0.28478768,0.26441202,0.22142817,0.59862655,0.2924767,0.18341622,0.069201805,0.33736023,0.29896802,0.40413028,0.32346037,0.31836367,0.20339713,0.2588641,0.15854901,0.21418902,0.3999405,0.07094197,0.43921524,0.24158728,0.1535973,0.055437174,0.38942802,0.28439745,0.24158779,0.28955126,0.09767167,0.33116797,0.1481419,0.3703667,0.12266864,0.34015203,0.09464644,0.39895093,0.20193207,0.2688762,0.28916347,0.19284332,0.2475164,0.26898593,0.18900019,0.16502628,0.3419111,0.17340884,0.19802657,0.04542597,0.46082804,0.2382994,0.12522748,0.12931731,0.3959669,0.20691802,0.3339795,0.2894668
TCGAE2A15G,0.1687709,0.17144865,0.17795944,0.1593643,0.08021506,0.08512143,0.40716463,0.3174698,0.11035336,0.3391721,0.18494985,0.47314274,0.48104626,0.21061547,0.18202944,0.18032388,0.5130031,0.30886972,0.23082377,0.20535654,0.23664972,0.14358021,0.20273376,0.2550368,0.10457005,0.12708566,0.14830826,0.31378594,0.39468002,0.20217904,0.41008273,0.14349528,0.2678037,0.124596424,0.50545204,0.26710054,0.14021459,0.27251083,0.14513338,0.3321072,0.41270787,0.42520154,0.20725863,0.08463625,0.20450296,0.23608072,0.20151894,0.2087448,0.19012566,0.3116666,0.07762437,0.42764965,0.49171564,0.42725682,0.17191276,0.3685419,0.1994891,0.15398523,0.39616418,0.106996864,0.39106292,0.34231138,0.3086063,0.39610243,0.29165515,0.14989907,0.28551972,0.32137054,0.21967357,0.25689036,0.19753683,0.3749227,0.27249873,0.1575183,0.22093804,0.13564922,0.3291801,0.2520853,0.1138264,0.20833772,0.3792935,0.17609397,0.07488757,0.24570549,0.2742807,0.37710324,0.29557237,0.08614308,0.24980816,0.17847964,0.30111396,0.41146928,0.47721955,0.27782863,0.38688633,0.29680905,0.13162325,0.39098632,0.22766349,0.34767756
TCGAE2A15O,0.20509815,0.39455423,0.21422642,0.09952941,0.39407778,0.38362372,0.32031018,0.2460253,0.18470737,0.21934578,0.27129763,0.21693021,0.34949553,0.47882074,0.32098973,0.37861323,0.16861698,0.4261603,0.12616059,0.2901774,0.096928455,0.35633713,0.2529524,0.16211876,0.20796788,0.03459283,0.34888425,0.073408216,0.3933223,0.3182356,0.25718102,0.27315426,0.06569609,0.12879051,0.19210276,0.18243465,0.27424678,0.2784561,0.37385327,0.6013007,0.5107139,0.3006734,0.14960082,0.19639373,0.23389322,0.17675412,0.20492312,0.29873213,0.2301068,0.5941396,0.23671547,0.53786826,0.21154062,0.37642688,0.26606125,0.25644022,0.41780177,0.113611475,0.18739226,0.17061573,0.30294305,0.31076,0.10317114,0.18487126,0.061134167,0.23087296,0.4277935,0.18799709,0.36167586,0.36381447,0.23483737,0.2773471,0.29469725,0.2735492,0.33589217,0.28145587,0.14174862,0.16625957,0.1907084,0.21832283,0.14561965,0.3550236,0.1873014,0.32935017,0.12044458,0.121943414,0.07696141,0.26591986,0.20720921,0.2870714,0.05384464,0.19647874,0.62330365,0.084547244,0.2497696,0.43750432,0.16880617,0.32918745,0.3007608,0.28409895
TCGAE2A15P,0.16267814,0.18839121,0.20092672,0.24485886,0.05255959,0.26999384,0.27888596,0.24436094,0.34850156,0.32780626,0.18050525,0.36083722,0.11029774,0.080519736,0.090270594,0.13548437,0.4794502,0.48944455,0.3686658,0.11252178,0.46379128,0.24012202,0.10716033,0.3109851,0.2686233,0.14172195,0.25698337,0.27081078,0.39694697,0.39948127,0.33850098,0.29160815,0.09243889,0.2688128,0.16835953,0.28939337,0.25766093,0.38169563,0.073327675,0.33912778,0.5369936,0.25731385,0.30322263,0.14217715,0.24083994,0.10797344,0.29155993,0.38955528,0.18983662,0.09741003,0.17884767,0.08684105,0.4176452,0.27937514,0.29442978,0.22830042,0.22837812,0.26940295,0.2706856,0.30577984,0.23798248,0.15113576,0.33495584,0.22981624,0.23869489,0.18326354,0.22765516,0.08139761,0.21249221,0.42821214,0.08519904,0.1849996,0.35145754,0.23673019,0.35846424,0.097955704,0.432752,0.34959808,0.10722804,0.13958074,0.38215816,0.30703184,0.2039057,0.12852602,0.32622552,0.09719339,0.24808577,0.0837849,0.23993206,0.32356697,0.23653266,0.34773356,0.4164946,0.08440605,0.54165596,0.2564995,0.10684383,0.20029521,0.43741906,0.4189932
TCGAE2A1B4,0.119912505,0.07391965,0.5537882,0.073019564,0.072009265,0.17836949,0.15751535,0.11383983,0.09883672,0.25544268,0.12405655,0.39469036,0.5496616,0.23337346,0.22531207,0.15085804,0.2928153,0.21005365,0.1726077,0.14993578,0.18698022,0.40642345,0.1676408,0.15931416,0.10005599,0.12750834,0.073669285,0.25756198,0.29812697,0.26601034,0.28624856,0.1734543,0.06619966,0.08538262,0.6826644,0.18000835,0.30405027,0.116573095,0.3134956,0.070843756,0.14507167,0.4743997,0.1586686,0.07790942,0.2429316,0.077599704,0.29664546,0.23718372,0.17653543,0.4713836,0.17504698,0.13893642,0.3987003,0.32324493,0.3536241,0.4420485,0.44109815,0.11685853,0.43286994,0.15194722,0.29626703,0.2165209,0.33245027,0.32046992,0.5735476,0.19273064,0.26732534,0.37060434,0.11482157,0.12428439,0.13836654,0.37079293,0.2696157,0.30478117,0.16110358,0.335318,0.38069782,0.27719656,0.1701269,0.25906175,0.3829208,0.21067332,0.30006006,0.26109,0.3807907,0.23535617,0.22669211,0.07065807,0.33539274,0.27677962,0.18334565,0.4027073,0.44309756,0.22023758,0.22850192,0.1253571,0.39888072,0.43112785,0.55199,0.47937757
balanced_1,0.35889763,0.1728553,0.02599957,0.30896896,0.2170451,0.27189958,0.16892138,0.297797,0.15469398,0.08507305,0.15149397,0.04729768,0.23011044,0.5006867,0.630311,0.35965377,0.316187,0.31846514,0.2725876,0.13032153,0.35023132,0.22561741,0.14278229,0.40247875,0.263705,0.071369685,0.10287825,0.4102107,0.30669653,0.31062055,0.26523632,0.22340856,0.10037666,0.08465786,0.081550255,0.19966778,0.38048992,0.45221987,0.057522554,0.19331938,0.24779083,0.28181168,0.20437461,0.3941748,0.2283004,0.29833853,0.36424077,0.2864821,0.18719041,0.4238823,0.20676416,0.4566156,0.2896592,0.28179368,0.29289082,0.04905077,0.36394715,0.30449742,0.25241807,0.28989863,0.10385142,0.043277897,0.07518779,0.43416056,0.24079761,0.26832184,0.31058633,0.2511612,0.2928754,0.16250622,0.44159353,0.22453123,0.37950748,0.25974065,0.342334,0.34279495,0.27895945,0.14850032,0.22885704,0.07772933,0.18711378,0.47154754,0.39211664,0.49964485,0.18293062,0.24422383,0.22044915,0.20418328,0.06253726,0.11418937,0.20179759,0.30084488,0.58468646,0.24353918,0.3803571,0.1706042,0.1559802,0.36013412,0.21515451,0.15391341
balanced_10,0.0731855,0.24329184,0.23997451,0.30547947,0.19612873,0.26100603,0.24681677,0.10373752,0.2627555,0.13321303,0.30812567,0.20389484,0.76737976,0.42190376,0.27582234,0.087793656,0.4215086,0.15023722,0.15438265,0.3171665,0.19510473,0.35321358,0.37811154,0.09999514,0.1343042,0.21494563,0.15143171,0.2688123,0.068710074,0.3397367,0.24405459,0.42292085,0.1969943,0.23911723,0.23558554,0.34664565,0.41954297,0.36506146,0.16490611,0.08266622,0.17711854,0.32163382,0.22180805,0.15611959,0.17031735,0.17431185,0.067861214,0.4150434,0.36439434,0.36507896,0.20621307,0.24411294,0.27830246,0.3034103,0.37279817,0.30276546,0.269203,0.18408227,0.27059507,0.10997671,0.3014135,0.21862747,0.3899483,0.10233896,0.27883923,0.20541163,0.4426834,0.33226222,0.09417726,0.080434434,0.34969682,0.29628775,0.05810209,0.26067397,0.21119353,0.19774808,0.2697531,0.17151356,0.06501624,0.13905227,0.50360775,0.18259898,0.13235864,0.3078257,0.2330793,0.057111483,0.39479837,0.3517558,0.19025898,0.15088202,0.34393883,0.5261984,0.29900014,0.102295056,0.2988798,0.39987954,0.36684382,0.2507729,0.4134746,0.06281935
balanced_100,0.3355142,0.2324873,0.3198113,0.15163034,0.40643597,0.17566487,0.11856735,0.38145176,0.18979749,0.09208378,0.12780595,0.11203232,0.30936593,0.109514356,0.13461024,0.24211559,0.2872383,0.30695644,0.25345132,0.50286335,0.19081046,0.22447288,0.1878233,0.3301127,0.29302314,0.3833589,0.12500289,0.30008286,0.089285016,0.27767816,0.24210562,0.25809357,0.31513765,0.40825468,0.17045495,0.42946413,0.17413495,0.23377961,0.41294283,0.26105365,0.11064477,0.22431237,0.28119797,0.37558717,0.3613663,0.249287,0.25922406,0.110086605,0.37034124,0.13650227,0.13953505,0.085658714,0.14354797,0.24180152,0.2875887,0.24998581,0.15615787,0.40671742,0.120138064,0.12098378,0.2171996,0.37287045,0.078573994,0.16689375,0.5196377,0.08680675,0.29257518,0.3453191,0.3784408,0.22285488,0.22337025,0.31459352,0.100678176,0.15832546,0.45797312,0.16056217,0.13320002,0.38247365,0.32582915,0.10815722,0.10210401,0.32148197,0.15457109,0.04094557,0.18776615,0.3727482,0.45106167,0.2284925,0.340363,0.12619218,0.33751118,0.15330575,0.30686453,0.3259961,0.209147,0.23685086,0.4184061,0.31909674,0.18999249,0.22623846
balanced_101,0.11043899,0.18529162,0.08615026,0.24469587,0.23391098,0.29705614,0.45998496,0.42673212,0.28627712,0.4305078,0.18438087,0.38424626,0.562842,0.22929429,0.117350474,0.17636016,0.279837,0.3975228,0.32126212,0.21349683,0.15950242,0.33799714,0.3237933,0.12633085,0.21787646,0.20853886,0.28112033,0.20222825,0.14017896,0.35709715,0.2392183,0.19233817,0.3202011,0.26190194,0.18088713,0.24578868,0.29869342,0.4642229,0.11938898,0.23396407,0.52369195,0.30080807,0.36619753,0.087746166,0.23731011,0.2065705,0.1786851,0.5418222,0.24814305,0.21447842,0.085922584,0.2426014,0.15025619,0.3162259,0.24662812,0.4150642,0.17940867,0.38875556,0.18984745,0.068200424,0.2452894,0.10404523,0.26908833,0.16886725,0.2132659,0.18668169,0.42857608,0.3052638,0.3506521,0.29285645,0.27788284,0.20686929,0.2977896,0.18881798,0.3565541,0.067039736,0.23608853,0.30429357,0.19703057,0.1654925,0.4016629,0.373338,0.117481805,0.17262422,0.20408612,0.27774715,0.24537708,0.14078628,0.3091076,0.31011105,0.11731991,0.23139864,0.23719212,0.07780234,0.20837235,0.39734828,0.39055574,0.35070404,0.323744,0.10835305
balanced_102,0.15276092,0.28934824,0.18865734,0.3029763,0.21801543,0.5222511,0.5677472,0.24119964,0.21056417,0.2115623,0.22939557,0.38431895,0.12724471,0.35965082,0.12103991,0.27278447,0.43019584,0.2270289,0.17220515,0.22010924,0.22360426,0.46398002,0.47670555,0.06958766,0.2538159,0.30502793,0.30731678,0.35406923,0.17286576,0.5556309,0.34887505,0.06660144,0.40874058,0.2276249,0.39206558,0.17467187,0.23159143,0.09617907,0.31517103,0.19263853,0.2025763,0.35313755,0.063044414,0.2982647,0.37843257,0.41018897,0.05235026,0.23519474,0.11670688,0.26945674,0.20274223,0.15365785,0.3825271,0.21437803,0.3177181,0.14278625,0.23552708,0.28839153,0.25316086,0.035474356,0.064614706,0.28086329,0.20536962,0.32805976,0.13632983,0.16740699,0.2072313,0.2713885,0.24861705,0.17929178,0.06371397,0.3211906,0.28102902,0.11492267,0.3580375,0.21515307,0.1990166,0.27704182,0.105993755,0.09411121,0.349181,0.22567053,0.16105753,0.3530807,0.13661501,0.11120786,0.332207,0.46809193,0.12682652,0.17235406,0.19659185,0.2634868,0.36749107,0.4382314,0.25591442,0.21706155,0.22830924,0.105930805,0.30586627,0.2226536
balanced_103,0.28694358,0.15295425,0.3940158,0.24073638,0.22974765,0.23022161,0.22007896,0.19448142,0.4762823,0.38463902,0.5248562,0.13470963,0.06503257,0.07626936,0.09944788,0.111781746,0.06666539,0.2024228,0.28688854,0.114121914,0.07077877,0.32691655,0.14008176,0.21072137,0.604524,0.5901946,0.10547963,0.4195965,0.14287752,0.3453527,0.11329201,0.189201,0.37417853,0.25886798,0.1923392,0.115989536,0.27084064,0.15814151,0.24865717,0.086651884,0.37121147,0.24474052,0.23777916,0.2730936,0.29490566,0.37657487,0.37486023,0.26077417,0.28720212,0.16117692,0.4542677,0.16978869,0.18359265,0.11320767,0.24354222,0.4013415,0.12547256,0.20509996,0.17295557,0.28808,0.06077178,0.19138974,0.4049016,0.2769449,0.28099665,0.25540662,0.2887174,0.26118302,0.13987269,0.31899744,0.19873792,0.25399053,0.1789297,0.18775773,0.07775501,0.37415722,0.23165378,0.16241023,0.12911713,0.35284716,0.20281231,0.10905391,0.18352741,0.2369382,0.30048883,0.24787128,0.13634042,0.3354408,0.14005688,0.29867595,0.23008385,0.12828752,0.17034234,0.24219912,0.2523414,0.26127967,0.12175736,0.41055876,0.26569015,0.18145463
balanced_104,0.10236259,0.11290337,0.36629194,0.16203977,0.2876472,0.14181313,0.24618953,0.178539,0.07715503,0.3536161,0.11593882,0.08084867,0.33777532,0.092081144,0.23944627,0.20871373,0.31419575,0.2627228,0.34566557,0.27085888,0.48549768,0.32072762,0.1059518,0.33152843,0.20432784,0.3408243,0.20972112,0.18820271,0.22613885,0.18465179,0.1858125,0.23627889,0.17305031,0.26159763,0.28842652,0.3008863,0.50866306,0.25799838,0.37464055,0.25610718,0.25314978,0.23552588,0.26612586,0.30023342,0.23103122,0.059607513,0.30072042,0.10314839,0.18856533,0.17312191,0.25487328,0.068348125,0.35706213,0.3767243,0.33879638,0.20810014,0.30681685,0.32659462,0.15577988,0.107542545,0.1886931,0.46937054,0.16802144,0.16328917,0.39060995,0.2978391,0.25917143,0.2818192,0.2500282,0.26200882,0.32369328,0.43323678,0.4872141,0.28193554,0.19737306,0.31514254,0.2697359,0.35867518,0.14750439,0.35681248,0.120743565,0.30715892,0.20729229,0.09308579,0.25080675,0.10718382,0.14592363,0.2862966,0.2268169,0.2878917,0.33898538,0.26560116,0.14502573,0.23130721,0.250821,0.095841676,0.22941488,0.26023552,0.28339332,0.1747413
balanced_105,0.19306564,0.26810753,0.39278895,0.09507786,0.28524932,0.21164562,0.23877388,0.33996552,0.30999833,0.5027244,0.28821412,0.30282995,0.16599292,0.2802872,0.34269127,0.08781002,0.1484014,0.13194658,0.07947156,0.38539857,0.25481987,0.30986172,0.35380992,0.2321687,0.57935226,0.44875625,0.3278414,0.27275217,0.21925768,0.14185932,0.12028494,0.14426588,0.1478301,0.2053513,0.11468881,0.26081824,0.17461462,0.20498225,0.2628309,0.18320376,0.3185174,0.15373495,0.31300265,0.3533487,0.12148238,0.25746864,0.14914748,0.15158457,0.2553266,0.1790758,0.36305708,0.3511147,0.251994,0.20152901,0.10876338,0.37543732,0.27349567,0.43073446,0.26976645,0.44789985,0.16097511,0.20135996,0.35157835,0.37162623,0.36393118,0.36452043,0.2644393,0.30107957,0.16385695,0.20514345,0.15908742,0.30339667,0.24971604,0.13719958,0.19216967,0.06558262,0.3849412,0.23494004,0.24105416,0.15614933,0.10916406,0.33695975,0.3112843,0.18604721,0.20137665,0.23686782,0.23944747,0.32888812,0.20441888,0.210162,0.31538653,0.22206959,0.16640654,0.11078678,0.19080608,0.26007935,0.13417001,0.120657384,0.21858346,0.3010156
balanced_106,0.14729497,0.28028062,0.20194584,0.15465546,0.13722053,0.05673123,0.25940698,0.15542711,0.08862898,0.38717604,0.21972251,0.41682637,0.38590384,0.35091388,0.18803905,0.060077917,0.6006116,0.3027607,0.31927812,0.18503357,0.28042704,0.28937793,0.18834488,0.23388639,0.1111062,0.13557917,0.19915462,0.2385867,0.33528426,0.31548464,0.17287262,0.27705336,0.1547489,0.11100485,0.20913205,0.24544486,0.3270663,0.36609644,0.26153892,0.18411134,0.27105573,0.21518677,0.41264424,0.1959869,0.23059823,0.4484864,0.1014181,0.29202855,0.2273761,0.38619936,0.20131692,0.16089095,0.20740592,0.36743847,0.24614026,0.37913314,0.23370469,0.29917383,0.17529057,0.16987348,0.2072188,0.24950296,0.49143085,0.16892901,0.20167874,0.16977152,0.4423796,0.16464877,0.3149342,0.33726943,0.25245452,0.2903258,0.24595338,0.13097166,0.34332848,0.092784524,0.19679162,0.43679595,0.15949771,0.44679224,0.33529413,0.23700213,0.25344193,0.19171984,0.28709272,0.12903611,0.29352933,0.20628268,0.21200776,0.39387897,0.27385095,0.35485289,0.22378547,0.20942688,0.1279602,0.34970728,0.21394888,0.15132928,0.45758966,0.28866073
