,TCGAA1A0SJ,TCGAA2A04Y,TCGAA2A0CM,TCGAA2A0D0,TCGAA2A0EO,TCGAA2A0EW,TCGAA2A0EX,TCGAA2A0EY,TCGAA2A0YD,TCGAA2A0YG,TCGAA2A0YL,TCGAA7A0CE,TCGAA8A06Z,TCGAA8A07I,TCGAA8A07W,TCGAA8A081,TCGAA8A082,TCGAA8A083,TCGAA8A08H,TCGAA8A08Z,TCGAA8A09G,TCGAA8A09M,TCGAANA04A,TCGAANA0AJ,TCGAANA0FL,TCGAANA0FV,TCGAANA0FW,TCGAANA0XU,TCGAAOA03U,TCGAAOA0J3,TCGAAOA0JJ,TCGAAOA12E,TCGAARA0U4,TCGAARA1AH,TCGAARA1AX,TCGAB6A0I9,TCGAB6A0IJ,TCGAB6A0RT,TCGAB6A0X0,TCGABHA0AU,TCGABHA0AZ,TCGABHA0B0,TCGABHA0B7,TCGABHA0BA,TCGABHA0BF,TCGABHA0BM,TCGABHA0BO,TCGABHA0C0,TCGABHA0DH,TCGABHA0DK,TCGABHA0DL,TCGABHA0E1,TCGABHA0E9,TCGABHA0EA,TCGABHA0HK,TCGABHA18F,TCGABHA18M,TCGABHA18Q,TCGAC8A12Q,TCGAC8A12U,TCGAC8A12X,TCGAE2A10E,TCGAE2A14O,TCGAE2A14Z,TCGAE2A15A,TCGAE2A15E,TCGAE2A15G,TCGAE2A15O,TCGAE2A15P,TCGAE2A1B4,balanced_1,balanced_10,balanced_100,balanced_101,balanced_102,balanced_103,balanced_104,balanced_105,balanced_106,balanced_107,balanced_108,balanced_109,balanced_11,balanced_110,balanced_111,balanced_112,balanced_113,balanced_114,balanced_115,balanced_116,balanced_117,balanced_118,balanced_119,balanced_12,balanced_120,balanced_121,balanced_122,balanced_123,balanced_124,balanced_125,balanced_126,balanced_127,balanced_128,balanced_129,balanced_13,balanced_130,balanced_131,balanced_132,balanced_133,balanced_134,balanced_135,balanced_136,balanced_137,balanced_138,balanced_139,balanced_14,balanced_140,balanced_141,balanced_142,balanced_143,balanced_144,balanced_145,balanced_146,balanced_147,balanced_148,balanced_149,balanced_15,balanced_150,balanced_151,balanced_152,balanced_153,balanced_154,balanced_155,balanced_156,balanced_157,balanced_158,balanced_159,balanced_16,balanced_160,balanced_161,balanced_162,balanced_163,balanced_164,balanced_165,balanced_166,balanced_167,balanced_168,balanced_169,balanced_17,balanced_170,balanced_171,balanced_172,balanced_173,balanced_174,balanced_175,balanced_176,balanced_177,balanced_178,balanced_179,balanced_18,balanced_180,balanced_181,balanced_182,balanced_183,balanced_184,balanced_185,balanced_186,balanced_187,balanced_188,balanced_189,balanced_19,balanced_190,balanced_191,balanced_192,balanced_193,balanced_194,balanced_195,balanced_196,balanced_197,balanced_198,balanced_199,balanced_2,balanced_20,balanced_200,balanced_201,balanced_202,balanced_203,balanced_204,balanced_205,balanced_206,balanced_207,balanced_208,balanced_209,balanced_21,balanced_210,balanced_211,balanced_212,balanced_213,balanced_214,balanced_215,balanced_216,balanced_217,balanced_218,balanced_219,balanced_22,balanced_220,balanced_221,balanced_222,balanced_223,balanced_224,balanced_225,balanced_226,balanced_227,balanced_228,balanced_229,balanced_23,balanced_230,balanced_231,balanced_232,balanced_233,balanced_234,balanced_235,balanced_236,balanced_237,balanced_238,balanced_239,balanced_24,balanced_240,balanced_241,balanced_242,balanced_243,balanced_244,balanced_245,balanced_246,balanced_247,balanced_248,balanced_249,balanced_25,balanced_250,balanced_251,balanced_252,balanced_253,balanced_254,balanced_255,balanced_256,balanced_257,balanced_258,balanced_259,balanced_26,balanced_260,balanced_261,balanced_262,balanced_263,balanced_264,balanced_265,balanced_266,balanced_267,balanced_268,balanced_269,balanced_27,balanced_270,balanced_271,balanced_272,balanced_273,balanced_274,balanced_275,balanced_28,balanced_29,balanced_3,balanced_30,balanced_31,balanced_32,balanced_33,balanced_34,balanced_35,balanced_36,balanced_37,balanced_38,balanced_39,balanced_4,balanced_40,balanced_41,balanced_42,balanced_43,balanced_44,balanced_45,balanced_46,balanced_47,balanced_48,balanced_49,balanced_5,balanced_50,balanced_51,balanced_52,balanced_53,balanced_54,balanced_55,balanced_56,balanced_57,balanced_58,balanced_59,balanced_6,balanced_60,balanced_61,balanced_62,balanced_63,balanced_64,balanced_65,balanced_66,balanced_67,balanced_68,balanced_69,balanced_7,balanced_70,balanced_71,balanced_72,balanced_73,balanced_74,balanced_75,balanced_76,balanced_77,balanced_78,balanced_79,balanced_8,balanced_80,balanced_81,balanced_82,balanced_83,balanced_84,balanced_85,balanced_86,balanced_87,balanced_88,balanced_89,balanced_9,balanced_90,balanced_91,balanced_92,balanced_93,balanced_94,balanced_95,balanced_96,balanced_97,balanced_98,balanced_99
TCGAA1A0SJ,1.479842647169769,2.753456549767387e-06,5.192454371780315e-08,3.873454195684478e-08,3.5829186992366663e-06,6.120111690248634e-07,2.250873389555096e-06,2.436898181779068e-07,1.4583687983091244e-06,2.6146188468213885e-05,8.7387247860498e-07,2.2369433526957185e-08,1.0857963657987056e-06,7.889594580920675e-07,1.120552776400532e-06,4.79955827213469e-07,2.225157228426442e-06,4.499366801785446e-07,1.1952311241168518e-06,6.213380169892647e-07,4.036316021128172e-07,2.076608033798761e-06,9.091963690390203e-06,4.934054106667442e-06,1.0877186781532708e-07,5.590867910332888e-07,1.5612427842233386e-06,6.9585464776575454e-09,5.150131945636936e-07,1.0764654786226917e-06,1.8385783108564079e-06,0.00026910246542042194,3.625229980763588e-08,7.110787720666436e-07,6.367945569697086e-06,3.886606052162358e-06,1.3199128277876658e-08,2.7155441245879866e-08,4.977627866157104e-07,0.0003756229353002627,6.267785320101784e-06,2.1873050185356717e-06,1.7185528497160645e-07,9.527966637808171e-07,1.372582510073328e-06,7.443722376440978e-07,1.4148213353861504e-06,2.061291598852656e-06,1.8397014931052283e-06,6.547103271063335e-06,2.3193956878929013e-08,3.092636314862836e-06,4.36201448339671e-07,3.545181723999159e-07,6.6931263980915005e-06,1.5199928909080664e-06,7.356646697228753e-07,1.5228418203425e-08,3.2101367232718587e-07,3.043911685235673e-07,1.0362517308602972e-06,5.682279905299432e-07,0.00038741894511112754,0.0015215153769569233,4.621314265338747e-06,1.3365076269936206e-06,1.4886559749271097e-06,2.027501999794478e-06,3.916942811491438e-06,1.1436456557750225e-06,5.305801361761559e-06,1.4448172052820884e-06,1.724344020657436e-08,3.4473553227417416e-08,3.887027537473802e-08,5.24642005033725e-09,1.2684035753125733e-07,3.516111995916386e-07,3.263060995225058e-07,4.1803512845989316e-07,5.043850916181085e-09,1.2404827144353787e-07,1.5778778609923534e-06,5.806385034231723e-08,9.140312604908918e-07,1.4911020665244682e-08,6.672423193211038e-07,5.882677053971126e-08,1.9694156288255878e-09,4.1222753703352286e-07,1.758697653327168e-07,1.4606446632745804e-07,6.680226028717202e-07,3.915058441791424e-07,2.120984138607122e-07,5.209741346583554e-07,1.1508565524437305e-07,3.711692308798919e-07,6.395693361881577e-06,4.449962120359178e-07,8.85325351335043e-09,1.94332880277992e-09,0.0014742988138533137,2.542858819153902e-06,1.1045419521679958e-07,2.895765095625498e-06,5.9043969536544506e-08,3.89736001265291e-08,3.8035667142078386e-06,1.8035648187246583e-07,5.198669318870526e-06,5.023334337115591e-06,2.2923786369462098e-06,3.441617363169975e-08,3.941682625020517e-07,4.188097883861596e-09,5.046108797587898e-07,1.49770698871631e-08,1.7383976599223838e-08,3.717828004249466e-08,8.586511281749091e-06,7.712136929985714e-08,0.00032081002238733736,1.0305866181745335e-08,3.3617457396560183e-07,2.03255819904367e-06,1.0971579715037385e-05,1.5579218354191082e-08,5.115946035613947e-09,2.5483998990315646e-09,4.320843123462335e-07,1.9635333228433972e-07,5.3969820712639906e-06,1.6039945713819488e-07,4.627230981659093e-09,0.00040795739861837466,3.5529824057505007e-07,4.88742714260066e-07,1.601674672938734e-07,4.543007471829859e-06,2.7874353542215753e-06,4.6859979289092905e-06,2.1083008406505623e-06,3.3422154238252533e-06,0.00014779247698343202,1.9245194823377635e-05,3.4536221524860955e-08,5.7866377187853254e-08,1.3483455739003138e-06,7.917374252215657e-07,5.98582736068299e-08,1.9161711810072666e-06,2.8187136883294343e-06,8.678077313464383e-07,5.930349249399556e-07,4.57589708754404e-07,3.4364597099004385e-07,1.4575376008801104e-07,1.8748024662909165e-08,9.824698323419001e-08,1.7630406950045438e-07,3.5311303628902674e-06,5.547959661436819e-07,1.0558851407779015e-07,1.876383468095259e-06,4.0646067039872233e-08,7.953938433358113e-08,1.3498442704342134e-07,2.3353331151876583e-09,3.3460058967526945e-07,4.852901908240987e-07,3.7089014599901104e-07,1.8114890906177678e-06,2.2322215493060395e-06,1.0283966147638101e-08,1.2944571524824594e-06,8.261539270246714e-07,4.0905767670194396e-09,7.103387340376312e-08,7.974676732323464e-09,5.435571989005715e-09,1.6963827242655046e-06,3.511034823722384e-08,6.102043748938574e-08,9.320091019465866e-08,1.1662062940198192e-08,1.0571545832424839e-07,0.00014453369064779088,4.951158881160104e-07,3.4841978996842793e-07,9.472476834259186e-09,3.79493599727886e-09,1.2026984234243763e-06,4.439778216687734e-07,2.222176763943765e-07,1.1463406072972643e-08,7.99138732052893e-09,1.8581034454637024e-08,1.1934933248469547e-07,1.1892796095598268e-06,8.503050743504106e-08,7.514487994526647e-07,4.633405700458643e-09,1.5672821908517859e-07,3.9218586292217694e-07,5.820805895100373e-08,7.51673655574024e-08,1.0249157526973019e-07,5.896598667662492e-07,7.895372884260834e-09,2.7407159939813243e-07,1.612389194284231e-09,9.79423277892894e-08,1.2689915811267764e-07,2.1763381924366743e-09,0.0003223449566915215,4.883420103224385e-07,9.667038662702513e-09,1.871086682081751e-07,1.1128078483365458e-07,4.120173461569728e-08,2.386437388875183e-09,2.4213548138368236e-07,1.1110299871400208e-06,1.7542484790811354e-06,2.190972478101225e-06,9.967321177028096e-07,7.819071481698052e-08,1.2468357472373253e-06,6.140750894493979e-07,3.6555216147117144e-08,7.248103802105751e-08,4.006335639601069e-07,1.3976243277312406e-08,8.220071126187937e-08,1.4812422067462225e-05,8.9814734444999e-08,4.443864345261709e-07,4.05094745658569e-07,0.0002463870830326875,5.520688256935796e-07,1.1319670117704745e-06,1.8944062916395552e-07,1.6123522565873405e-09,1.3920117649500778e-06,2.0601561934573855e-07,1.1618905208897091e-08,7.992853548690794e-09,1.2852075025243334e-08,4.120026012719252e-09,1.9429399448422016e-06,3.7306002491016294e-06,1.0191962589042953e-07,7.450347988646465e-07,2.220854412027057e-09,1.4445495770975655e-07,8.504742971269422e-08,1.6194893908480595e-07,2.0672577806259e-06,2.772879682118953e-07,4.5205768289074747e-07,6.448007773004296e-07,1.3563142726310558e-06,4.676691168073823e-09,1.143536945460752e-07,0.000496484541146627,5.344416430673058e-07,6.240774582389127e-07,1.2741268672810986e-08,2.533517130676259e-06,0.00101308961186597,2.035869160084648e-06,0.0024684717682750576,7.075955173073341e-09,2.359249412603398e-07,1.2174017231408331e-05,1.6602817491179635e-06,6.634058318870235e-07,3.1926566233679244e-07,4.2089135314789375e-06,3.202161649446135e-08,5.70705764652381e-07,0.0005078046245694046,7.334534162406053e-08,1.252059815730065e-06,0.0007494733462522509,6.043676866299409e-07,5.393328379922451e-07,6.572261735770766e-07,2.6441701797404063e-06,0.003189559372807158,1.0365401276507332e-06,1.2595946910649993e-06,2.74406110095397e-07,2.535127516949332e-07,3.948223899400199e-06,6.188267820689937e-07,5.983186274229866e-07,3.259044190825425e-06,2.73174918156495e-06,4.0771849558363044e-08,2.8865736542433875e-07,0.00029939995899165106,1.6108248087542188e-06,0.0004198723249874455,1.2178063038091672e-08,1.3229283698656359e-06,3.1410090220565864e-06,4.712820761070128e-09,5.065992387737765e-07,0.00033795729289102193,1.4447020293143563e-06,1.3985975111469496e-07,4.563156895286745e-07,4.044535619944207e-06,9.956360195036212e-09,1.5673011449379137e-08,1.7310936009798136e-07,2.157002003404871e-06,1.1537554680937641e-06,3.963636552976909e-07,2.162956585188506e-06,0.0016721528488657586,0.00016271469269296972,3.1053370593377286e-06,4.145259961107533e-06,2.214692215980442e-07,1.896222962882405e-06,5.717836033161929e-06,4.649180179288648e-06,1.5367179327032282e-06,9.687707775685928e-07,1.4684951951360687e-06,2.192803399428729e-06,3.987680926979579e-06,4.622537484525959e-06,0.002416722894573075,0.0003824536220005108,3.894221317054269e-08,7.456217645398291e-09,1.1771383822400666e-07,3.5275393625306945e-08,4.43003131497019e-08,1.4668792717094607e-07,5.411108528024626e-07
TCGAA2A04Y,2.753456549767387e-06,1.4789989321296741,1.6903858982543014e-07,1.2289978434806615e-07,8.009455997883088e-07,4.566477488651129e-08,1.7465679503743101e-06,3.4414213696303176e-06,1.0036774731683018e-06,3.945328882224541e-06,4.8125817028953904e-08,3.400817931361442e-08,0.0024967869660165115,4.780787220100694e-06,2.49057866767809e-05,0.001107717295267834,6.228744816128995e-06,9.291900832634622e-07,8.062177266404769e-07,4.1338200788093505e-06,2.4500996080110016e-06,1.5828671253737326e-05,3.0775634336478915e-06,8.386167630006393e-06,4.6150817246260865e-08,9.75013597297569e-07,1.6245998417954542e-06,3.798923337716839e-09,1.4112496490721985e-06,4.4548113481274854e-06,3.2465019874941316e-07,2.8441194103547767e-06,1.7845498889988553e-07,4.1726125525773457e-07,3.8086346788962067e-06,2.1104158113335934e-06,3.0804410606817394e-07,1.1414572434521101e-05,1.424099032525824e-07,7.972543081311421e-07,1.4552936057466429e-06,9.43617894497504e-07,2.0581100137073176e-07,1.09937438111294e-06,1.7347607621706133e-06,2.3068596983841963e-07,2.0908209917462713e-08,4.3969163825788535e-06,7.735265799128598e-07,2.8138031581934105e-06,1.7512386068741576e-08,4.070982662888975e-06,5.921687865056652e-07,3.3942447189383673e-07,0.0003663081987234267,1.2173952899913019e-06,1.5953868315728896e-07,9.778816167870722e-09,6.961066935106112e-07,0.0003493573072263298,3.5973584092456144e-06,5.181094429423865e-07,2.0778418707107973e-06,0.0008958816296381147,8.318568405248473e-06,1.0804419504686593e-07,3.2887380051974204e-07,1.1235269073840803e-06,3.6575781677398024e-06,6.825471179979489e-07,1.9328551372015274e-05,5.622912035003107e-07,1.4201020113283856e-07,1.3237553762168174e-08,9.521013744354769e-08,1.676488581919349e-09,1.2334828373991444e-06,1.351776292426956e-07,1.9422441496228636e-08,5.782588397814906e-07,1.528775629456e-09,3.405867306797968e-06,1.5376775348344038e-05,1.1712578214032337e-06,1.0500961020883371e-07,9.471899331894784e-09,6.766543929690902e-08,4.4733648946991223e-07,1.0749586302556983e-08,4.3035590166628636e-08,8.925559063670181e-08,6.867690333492852e-07,6.767452438363443e-08,4.403756209248629e-07,1.2255247688290008e-07,5.90382446085725e-08,1.6710299245821018e-07,7.375350200868384e-07,8.269729664036366e-07,1.4432603799848162e-06,4.892123207235413e-06,1.1001622572606938e-08,2.9556495112420467e-07,1.5260786127960695e-06,7.014129786048881e-07,5.598407412880698e-06,4.484395570012611e-07,9.521158164551381e-08,5.993597240271307e-07,4.795487509900026e-07,0.00030660616386839104,1.6399267949229587e-07,2.877026795985198e-07,1.6791613204980552e-07,4.312761437455529e-08,3.1714163960099495e-08,1.7443141049524513e-05,9.478799446672237e-09,1.5106968312516373e-07,1.1827147494315922e-07,1.290981128989873e-06,6.092390147915342e-08,5.3305080091643995e-06,1.6077962945979122e-08,9.36991559753799e-09,2.3866249404765184e-07,1.7773406761789794e-06,1.0867232670969428e-08,1.4376669660649972e-09,1.6363345025397125e-08,6.668414864670943e-07,2.23028689351639e-06,8.023970840733202e-06,1.3390387619129803e-07,2.1496981352854934e-07,7.432392449281103e-06,2.004947981208734e-08,1.1983151123631694e-06,1.9871671939680916e-07,4.302418182033762e-07,7.306609364401252e-06,1.493781597862878e-07,1.438918600585875e-06,7.160496875255183e-07,0.00036469269982036096,4.1228586695056635e-07,1.3197030906298898e-08,1.202767147582193e-06,8.137742077206721e-06,5.713801630580293e-07,7.763344409030809e-06,1.3302501764102129e-06,1.2009762527469806e-07,1.0518355952363304e-07,2.3561833883411008e-07,1.9452510353657463e-07,9.091152175325137e-07,7.659303540459118e-07,3.393158998917695e-08,4.397603715799221e-08,8.977809383554124e-08,4.965619458563235e-06,4.3851140781675425e-06,2.835057384572742e-06,1.2713136718025287e-06,7.944273092588858e-08,4.772531099689567e-07,1.0349483432907457e-06,3.5084616211408435e-08,1.0279919927422954e-07,5.802442928105201e-07,9.357757866884736e-08,1.044550365648159e-07,7.290661718360579e-07,9.04395677027299e-10,4.631765083255961e-05,7.75489632449422e-07,2.3839307211393723e-08,3.743170113045465e-06,5.246643906204862e-10,5.514573846325827e-07,2.2529666808919863e-07,1.2740371854253151e-07,1.6827803250322405e-07,1.3479058882807862e-07,9.650151914582172e-10,4.104564804589388e-07,3.715024273151527e-06,9.157244540968564e-08,7.13458302303184e-07,1.1414168565681888e-09,2.098104051811569e-08,4.292336200438514e-06,1.2756353470511808e-06,1.1572158571593802e-06,9.480586089914496e-10,5.311776377120853e-10,1.3876366522292583e-09,1.7141815621761662e-08,5.293887667786064e-05,3.779107147594582e-08,8.633471636815163e-08,3.148697087956356e-07,3.0366322411739215e-07,4.410144374143597e-07,2.377270624993819e-08,1.4860940419760782e-07,4.609623723510584e-05,5.455383944109715e-07,4.961929125765115e-10,1.6206161437432265e-06,1.7695714134844413e-08,3.907628463344083e-05,1.7477894040239768e-08,3.3441863913529006e-08,1.5520103328480713e-06,5.884166869680671e-07,8.150558792637226e-08,1.5741737456099284e-06,1.7140382900474178e-08,7.380736574693022e-08,3.539115942769626e-08,2.9539569830207573e-06,1.5639713505562629e-06,1.0419850906330479e-07,7.245031140910308e-07,0.0007552763347972989,1.4626969075287985e-07,5.5570138337482364e-05,7.710529922158505e-07,2.518359921107359e-07,4.966095666690644e-06,9.416222883885458e-08,2.095331218850957e-06,4.93257427923706e-07,3.2401848424322225e-06,1.1139616948628039e-06,1.5266092447421072e-06,6.657929902705494e-07,3.2916178728114876e-06,9.120848828587297e-08,3.7159259555178887e-06,2.0688414127664292e-07,1.7695159060013815e-08,4.2807283100709855e-06,1.1726978775197545e-06,9.594617256023331e-10,5.317083569146939e-10,8.26558727275547e-09,2.4155790251656666e-08,2.1728536052480165e-06,0.003869896048208954,4.670431777612559e-05,8.633068912214614e-08,3.5616677427372035e-08,4.5938826613492885e-07,3.7803268987021424e-08,3.127161136609452e-07,5.3447837044150455e-06,2.2264483740292734e-06,6.851459934180382e-07,6.047060337221896e-07,7.226060468173766e-06,3.196944788068046e-07,4.0852320475033925e-07,1.0167503468312453e-05,2.0027005137141622e-07,4.044860139805981e-06,2.4668626646945773e-08,2.727225533938311e-06,3.5637252631844777e-07,2.168201179809035e-06,1.913310843179875e-06,1.1303268455614353e-08,1.0606322053111574e-06,1.7263819065720156e-05,3.8482445082997e-06,5.985984178469656e-07,1.3290957062268454e-07,0.00033638134808842307,3.2584431444386106e-08,9.088511919217319e-07,6.291718769097433e-07,3.911477877511512e-07,0.00048574221852336097,1.339063924739189e-07,0.002110649750959121,3.118675931777701e-06,5.427801706209198e-07,1.0804586497607918e-06,4.7415659131857187e-07,4.829272473588533e-06,6.720878206121181e-07,9.594821472512486e-07,5.920861035251842e-06,3.755301225548873e-06,4.950269928152542e-07,8.738840569846682e-06,7.64691887119884e-06,1.0837515992574747e-06,5.8297693916485243e-08,4.954659709342595e-07,8.504601824055954e-07,2.7117727043331915e-06,0.000496252347825115,4.567792531005546e-09,9.463393999305835e-06,6.609112400937149e-06,1.3398725247677955e-07,8.767120939255632e-07,1.4695114766479677e-06,0.0008146375794730665,4.297233639346128e-07,3.9372811413540035e-06,0.00042950708618075945,2.1676963651320553e-08,3.3768697499872127e-06,7.887624900805194e-06,2.3520130108848327e-06,0.00039163323665106,1.0960417592443387e-06,4.575055233430413e-06,1.0335422445026104e-05,2.567747688352221e-07,5.96168406414465e-06,4.270955323434129e-07,1.3333206617626324e-07,0.004108570266628274,5.6718678458301024e-06,6.392772015640346e-06,1.4236043894209243e-06,1.821688955839909e-06,0.00039100457756214093,5.363856937072789e-06,4.410264270771272e-06,5.123625435931311e-07,3.880236974300297e-06,5.111148397179611e-06,9.519916982934487e-08,4.00528877191541e-06,1.772381882008545e-07,1.3548251517332058e-08,9.6044914342531e-08,8.114415845367661e-07,5.9019323959360337e-08
